objectid,lga_code_2022,lga_name_2022,area_albers_sqkm,asgs_loci_uri_2022,psh_dwl_1415,psh_val_1415,pxh_dwl_1415,pxh_val_1415,ptot_dwl_1415,pdwl_val_1415,totdwl_dwl_1415,totdwl_val_1415,nonres_val_1415,res_val_1415,tbld_val_1415,psh_dwl_1516,psh_val_1516,pxh_dwl_1516,pxh_val_1516,ptot_dwl_1516,pdwl_val_1516,totdwl_dwl_1516,totdwl_val_1516,nonres_val_1516,res_val_1516,tbld_val_1516,psh_dwl_1617,psh_val_1617,pxh_dwl_1617,pxh_val_1617,ptot_dwl_1617,pdwl_val_1617,totdwl_dwl_1617,totdwl_val_1617,nonres_val_1617,res_val_1617,tbld_val_1617,psh_dwl_1718,psh_val_1718,pxh_dwl_1718,pxh_val_1718,ptot_dwl_1718,pdwl_val_1718,totdwl_dwl_1718,totdwl_val_1718,nonres_val_1718,res_val_1718,tbld_val_1718,psh_dwl_1819,psh_val_1819,pxh_dwl_1819,pxh_val_1819,ptot_dwl_1819,pdwl_val_1819,totdwl_dwl_1819,totdwl_val_1819,nonres_val_1819,res_val_1819,tbld_val_1819,psh_dwl_1920,psh_val_1920,pxh_dwl_1920,pxh_val_1920,ptot_dwl_1920,pdwl_val_1920,totdwl_dwl_1920,totdwl_val_1920,nonres_val_1920,res_val_1920,tbld_val_1920,psh_dwl_2021,psh_val_2021,pxh_dwl_2021,pxh_val_2021,ptot_dwl_2021,pdwl_val_2021,totdwl_dwl_2021,totdwl_val_2021,nonres_val_2021,res_val_2021,tbld_val_2021,psh_dwl_2122,psh_val_2122,pxh_dwl_2122,pxh_val_2122,ptot_dwl_2122,pdwl_val_2122,totdwl_dwl_2122,totdwl_val_2122,nonres_val_2122,res_val_2122,tbld_val_2122,psh_dwl_2223,psh_val_2223,pxh_dwl_2223,pxh_val_2223,ptot_dwl_2223,pdwl_val_2223,totdwl_dwl_2223,totdwl_val_2223,nonres_val_2223,res_val_2223,tbld_val_2223,globalid,Shape__Area,Shape__Length
257,34830,Mapoon,537.2366,https://linked.data.gov.au/dataset/asgsed3/LGA2022/34830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,2.2,,,,,,,,,,,,,,,,,,,,0.771063,,0.771063,,,,,,,,,,,,566203df-3047-46e1-a2b3-8fa69a9bcede,0.044618277641689,2.27095412073578
258,34860,Maranoa,58719.3449,https://linked.data.gov.au/dataset/asgsed3/LGA2022/34860,67.0,22.555946,12.0,3.064185,79.0,25.620131,80.0,26.045931,18.189517,26.982282,45.171799,7.0,4.872534,,,7.0,4.872534,7.0,4.872534,17.020874,5.781084,22.801958,11.0,5.25629,2.0,0.595002,13.0,5.851292,13.0,5.851292,5.116772,6.702083,11.818855,11.0,4.346587,,,11.0,4.346587,11.0,4.416587,86.191649,5.084082,91.275731,5.0,1.913216,3.0,1.450016,8.0,3.363232,8.0,4.182055,13.535566,4.442944,17.97851,11.0,5.530534,,,11.0,5.530534,11.0,5.597918,19.096863,6.74255,25.839413,29.0,11.646806,,,29.0,11.646806,29.0,12.331484,15.012584,14.075389,29.087973,21.0,10.273169,2.0,0.336592,23.0,10.609761,23.0,10.629761,4.944295,12.522936,17.467231,25.0,15.301879,,,25.0,15.301879,25.0,15.322735,9.936647,17.53439,27.471037,8c9166ee-cdb0-4875-a22f-33cc0ac324f7,5.3186747742966,14.3841372715323
259,34880,Mareeba,53491.0502,https://linked.data.gov.au/dataset/asgsed3/LGA2022/34880,123.0,32.461501,11.0,1.304202,134.0,33.765703,146.0,38.075876,20.77399,40.093777,60.867767,102.0,26.812136,25.0,3.088309,127.0,29.900445,127.0,29.900445,20.132768,31.803947,51.936715,103.0,30.528363,2.0,0.3,105.0,30.828363,106.0,31.588363,8.764803,32.655746,41.420549,121.0,33.567546,6.0,1.708975,127.0,35.276521,133.0,37.878234,32.975189,39.407332,72.382521,87.0,25.947254,5.0,0.63,92.0,26.577254,92.0,26.642129,24.091144,28.262398,52.353542,67.0,21.342873,1.0,2.0,68.0,23.342873,68.0,23.342873,12.464594,23.458735,35.923329,115.0,40.536836,2.0,0.3938,117.0,40.930636,117.0,40.96971,6.937896,42.664043,49.601939,83.0,31.698857,9.0,1.809351,92.0,33.508208,92.0,33.574483,16.174568,35.416162,51.59073,74.0,31.634599,10.0,2.853611,84.0,34.48821,84.0,34.583228,17.037286,36.031139,53.068425,67e7ced1-c923-42ef-b258-c3e870b993ab,4.53882534577792,12.8666011301883
260,35010,Moreton Bay,2041.4737,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35010,2911.0,702.281611,1471.0,245.227829,4382.0,947.50944,4482.0,968.384788,408.589116,1015.667981,1424.257097,2701.0,693.239447,1418.0,233.730588,4119.0,926.970035,4173.0,938.677399,485.262182,982.859819,1468.122001,3131.0,807.510756,1418.0,333.99834,4549.0,1141.509096,4584.0,1149.217278,437.508779,1163.460125,1600.968904,3520.0,876.756277,1498.0,407.939887,5018.0,1284.696164,5151.0,1313.964884,317.046934,1360.667466,1677.7144,2939.0,762.678846,1145.0,256.425649,4084.0,1019.104495,4137.0,1032.918307,609.727646,1081.751598,1691.479244,3104.0,809.851701,908.0,195.714616,4012.0,1005.566317,4066.0,1021.67614,697.085335,1067.707256,1764.792591,4604.0,1232.247968,712.0,169.234522,5316.0,1401.48249,5365.0,1414.225776,455.282371,1511.890546,1967.172917,2719.0,898.017336,1358.0,412.396727,4077.0,1310.414063,4125.0,1326.936689,662.720951,1473.446979,2136.16793,2288.0,961.148359,723.0,253.581314,3011.0,1214.729673,3011.0,1215.001371,540.441091,1309.611431,1850.052522,849958e9-500a-4119-ac2f-9456fdfd885d,0.185817552233402,3.70768769003455
261,35250,Mornington,1247.6932,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35250,,,,,,,,,2.58247,,2.58247,,,,,,,,,3.237291,,3.237291,,,,,,,12.0,5.633478,,5.633478,5.633478,,,,,,,,,,,,,,,,,,,,0.8,,0.8,,,,,,,6.0,6.185298,,6.185298,6.185298,,,,,,,,,,,,,,,,,,,,0.313416,,0.313416,0.0,0.553269,,,0.0,0.553269,3.0,5.021258,2.856315,5.021258,7.877573,960eff56-dd25-47c5-baa1-e2f72acc7af9,0.105674098726013,5.08631364946642
262,35300,Mount Isa,43715.1975,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35300,3.0,2.208528,13.0,2.618311,16.0,4.826839,16.0,4.826839,12.040294,5.186847,17.227141,4.0,1.653177,4.0,0.72,8.0,2.373177,8.0,2.373177,13.712186,3.720732,17.432918,4.0,1.174447,3.0,0.2,7.0,1.374447,7.0,1.374447,10.048539,2.412435,12.460974,2.0,0.312626,,,2.0,0.312626,2.0,0.312626,8.869063,1.23179,10.100853,3.0,0.93505,5.0,1.688187,8.0,2.623237,8.0,2.623237,12.163546,4.43414,16.597686,3.0,0.887644,2.0,1.164658,5.0,2.052302,5.0,2.052302,8.210345,3.086624,11.296969,6.0,1.773582,,,6.0,1.773582,6.0,1.773582,9.355026,2.600801,11.955827,3.0,0.83979,4.0,1.713584,7.0,2.553374,8.0,2.715532,19.612458,3.801207,23.413665,4.0,1.988366,,,4.0,1.988366,8.0,4.238383,18.741767,6.242137,24.983904,d53d4d01-82b1-4196-9af7-52db1c1e23bd,3.77265704670208,11.8775145672102
263,35600,Murweh,40699.7586,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35600,9.0,2.0893,,,9.0,2.0893,9.0,2.0893,,2.3045,2.3045,3.0,0.8825,,,3.0,0.8825,3.0,0.90392,5.8215,1.17825,6.99975,1.0,0.415055,,,1.0,0.415055,1.0,0.415055,0.291998,0.654327,0.946325,5.0,1.531952,,,5.0,1.531952,7.0,1.801952,3.172313,1.891952,5.064265,1.0,0.2755,,,1.0,0.2755,2.0,0.5315,1.923,0.917223,2.840223,4.0,1.644432,,,4.0,1.644432,4.0,1.644432,4.307493,1.734626,6.042119,2.0,1.031112,,,2.0,1.031112,2.0,1.031112,3.006192,1.354704,4.360896,2.0,1.379357,,,2.0,1.379357,2.0,1.379357,1.057,1.962444,3.019444,2.0,0.725,,,2.0,0.725,2.0,0.725,57.263873,1.299678,58.563551,30b2f5ca-c552-4f3a-b486-a106207f3ea7,3.67537720277187,13.4718633256247
264,35670,Napranum,2004.3468,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35670,,,,,,,,,,,,,,,,,,,,,,,3.0,1.249598,,,3.0,1.249598,3.0,1.249598,,1.249598,1.249598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03447895-c6bf-4bd1-8713-c08655775d07,0.166662847748398,6.14758487097349
265,35740,Noosa,869.8657,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35740,311.0,134.253878,21.0,5.08053,332.0,139.334408,332.0,139.334408,12.174821,148.752028,160.926849,326.0,161.407937,115.0,26.483892,441.0,187.891829,441.0,187.891829,32.583387,196.809426,229.392813,266.0,141.128403,74.0,21.448677,340.0,162.57708,340.0,162.57708,57.532736,172.488814,230.02155,285.0,126.683617,25.0,11.096149,310.0,137.779766,310.0,137.779766,29.22557,145.706116,174.931686,224.0,155.700625,262.0,109.800041,486.0,265.500666,486.0,265.500666,23.390549,276.345528,299.736077,162.0,122.200285,53.0,17.178507,215.0,139.378792,215.0,139.461628,57.17871,148.298118,205.476828,162.0,157.535694,94.0,57.718345,256.0,215.254039,258.0,215.832623,52.185013,228.515994,280.701007,206.0,206.242455,149.0,57.894848,355.0,264.137303,356.0,264.447303,48.007309,279.060647,327.067956,170.0,213.551318,77.0,31.32143,247.0,244.872748,247.0,244.89786,90.599733,260.748441,351.348174,ceeebbee-55bc-4c4e-bdd9-0e7e804a238e,0.0786381953955697,1.68510644337769
266,35760,North Burnett,19669.8489,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35760,31.0,7.946648,,,31.0,7.946648,31.0,7.946648,0.979034,8.534249,9.513283,19.0,6.710031,,,19.0,6.710031,19.0,6.710031,3.27911,7.768317,11.047427,13.0,4.084903,,,13.0,4.084903,13.0,4.084903,5.255783,4.896538,10.152321,11.0,4.74332,1.0,0.0195,12.0,4.76282,14.0,5.20282,7.296387,6.103441,13.399828,19.0,4.875718,,,19.0,4.875718,19.0,4.875718,6.419967,6.526158,12.946125,18.0,6.629897,1.0,0.04,19.0,6.669897,19.0,6.669897,6.047423,7.88282,13.930243,26.0,7.039427,,,26.0,7.039427,26.0,7.039427,3.305497,9.110924,12.416421,22.0,6.032109,,,22.0,6.032109,22.0,6.032109,5.842443,7.806362,13.648805,26.0,8.511646,1.0,0.026367,27.0,8.538013,27.0,8.538013,4.067293,10.521167,14.58846,c56b7ddc-4c84-44aa-be2d-06feaae1417a,1.76403837401585,9.17933290732783
267,35780,Northern Peninsula Area,1052.0676,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35780,,,,,,,16.0,6.15073,0.559,6.15073,6.70973,,,,,,,2.0,1.079402,,1.079402,1.079402,,,,,,,30.0,13.845863,,13.845863,13.845863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.590819,,2.590819,10.0,3.683007,,,10.0,3.683007,10.0,3.683007,,3.683007,3.683007,5.0,1.5,,,5.0,1.5,5.0,1.5,,1.5,1.5,,,,,,,,,1.546405,,1.546405,c3f055bf-4dad-4417-a6c1-f8676555f534,0.0870274207019293,2.59289547551772
268,35790,Palm Island,71.9928,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35790,,,,,,,,,0.531,,0.531,,,,,,,,,,,,,,,,,,38.0,16.750353,,16.750353,16.750353,7.0,3.05991,,,7.0,3.05991,7.0,3.05991,,3.05991,3.05991,,,,,,,,,0.98,,0.98,,,,,,,,,,,,,,,,,,1.0,0.402,,0.402,0.402,,,,,,,14.0,15.394724,,15.394724,15.394724,,,,,,,,,,,,c246a31c-5701-4e9b-b776-703237086eca,0.00616733646120338,0.950335587669453
269,35800,Paroo,47614.9225,https://linked.data.gov.au/dataset/asgsed3/LGA2022/35800,1.0,0.28145,,,1.0,0.28145,1.0,0.28145,1.957091,0.40095,2.358041,0.0,0.4017,,,0.0,0.4017,0.0,0.4167,2.05,0.51995,2.56995,1.0,0.279372,,,1.0,0.279372,1.0,0.279372,2.293132,0.329372,2.622504,0.0,0.11343,,,0.0,0.11343,0.0,0.168155,0.752101,0.236655,0.988756,0.0,0.06,,,0.0,0.06,0.0,0.06,0.874248,0.06,0.934248,,0.09,,,,0.09,,0.09,5.788286,0.09,5.878286,,,,,,,,,3.187393,,3.187393,1.0,0.589375,3.0,0.864849,4.0,1.454224,4.0,1.454224,2.160125,1.454224,3.614349,0.0,0.055,,,0.0,0.055,0.0,0.055,5.18339,0.055,5.23839,d0a7c0a0-a99e-4b50-94c3-9677be191790,4.37126207581036,11.0151785186528
270,36070,Pormpuraaw,4395.3654,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36070,,,,,,,5.0,1.640094,0.6116,1.640094,2.251694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.114741,,1.114741,,,,,,,,,1.800568,,1.800568,,,,,,,,,,,,4.0,2.117648,,,4.0,2.117648,4.0,2.117648,6.060526,2.117648,8.178174,,,,,,,,,,,,,,,,,,,,,,,78e6b4b4-5b95-4f65-bc25-860b997596fd,0.368885937865571,3.04300908682048
271,36150,Quilpie,67414.6563,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36150,1.0,0.299,,,1.0,0.299,1.0,0.299,1.63636,0.384283,2.020643,1.0,0.025,,,1.0,0.025,1.0,0.025,1.987079,0.1327,2.119779,1.0,0.224,,,1.0,0.224,1.0,0.224,2.181206,0.506397,2.687603,2.0,0.745064,,,2.0,0.745064,2.0,0.745064,6.450468,0.836644,7.287112,,,,,,,,,0.205,,0.205,1.0,0.19,,,1.0,0.19,1.0,0.19,0.883122,0.200644,1.083766,0.0,0.067304,,,0.0,0.067304,0.0,0.067304,,0.067304,0.067304,2.0,0.48605,,,2.0,0.48605,2.0,0.48605,,0.52625,0.52625,1.0,0.21,,,1.0,0.21,4.0,2.424957,,2.424957,2.424957,08df7e1e-e46d-4073-a656-8dd8ba205620,6.09599816746368,14.345914353119
272,36250,Redland,537.1672,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36250,1014.0,276.856703,483.0,103.053199,1497.0,379.909902,1498.0,380.124402,58.692453,388.092807,446.78526,1172.0,309.866554,345.0,71.901932,1517.0,381.768486,1529.0,384.066386,61.865946,395.446664,457.31261,1031.0,277.849487,433.0,117.319738,1464.0,395.169225,1487.0,397.769225,62.439642,411.503752,473.943394,984.0,273.453978,503.0,136.696087,1487.0,410.150065,1491.0,411.340548,79.184687,424.401266,503.585953,556.0,164.704246,226.0,43.644523,782.0,208.348769,782.0,208.661327,49.945077,217.56102,267.506097,633.0,185.74992,122.0,32.065832,755.0,217.815752,757.0,218.513504,65.185399,236.049239,301.234638,836.0,255.863918,313.0,93.385528,1149.0,349.249446,1160.0,351.982946,99.108678,375.908209,475.016887,987.0,367.074201,128.0,48.988452,1115.0,416.062653,1115.0,416.248359,237.725311,438.020713,675.746024,695.0,290.514725,336.0,116.347428,1031.0,406.862153,1031.0,406.92527,306.870405,433.787118,740.657523,c5327ac6-448a-4a2a-acaf-eb69578e1394,0.0490885429785521,3.33111129056318
273,36300,Richmond,26580.748,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36300,0.0,0.05,,,0.0,0.05,0.0,0.05,0.618057,0.05,0.668057,0.0,0.0611,,,0.0,0.0611,0.0,0.0611,,0.100736,0.100736,0.0,0.05962,,,0.0,0.05962,3.0,1.05962,,1.218955,1.218955,2.0,0.44388,,,2.0,0.44388,2.0,0.44388,0.168939,0.45465,0.623589,0.0,0.050055,,,0.0,0.050055,0.0,0.050055,0.089298,0.050055,0.139353,0.0,0.047369,,,0.0,0.047369,0.0,0.047369,,0.117382,0.117382,0.0,0.060858,,,0.0,0.060858,0.0,0.060858,,0.083558,0.083558,0.0,0.0215,,,0.0,0.0215,0.0,0.0215,,0.09,0.09,2.0,0.694,2.0,0.6,4.0,1.294,4.0,1.294,,1.379484,1.379484,1cff3a7c-3359-4348-8cee-107e01538970,2.30237516385932,8.27803831011702
274,36370,Rockhampton,6570.2667,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36370,272.0,78.39529,49.0,8.202915,321.0,86.598205,322.0,87.029105,90.082285,92.514429,182.596714,250.0,78.077596,26.0,5.561368,276.0,83.638964,279.0,84.484185,76.412465,91.521365,167.93383,227.0,65.847988,70.0,12.516479,297.0,78.364467,297.0,78.364467,59.130868,83.491736,142.622604,163.0,47.842207,65.0,14.866916,228.0,62.709123,230.0,63.194719,56.798247,67.855177,124.653424,101.0,35.209384,6.0,1.47479,107.0,36.684174,123.0,40.344807,46.430954,46.672275,93.103229,141.0,54.708956,3.0,0.45,144.0,55.158956,145.0,55.588636,89.931602,65.127089,155.058691,136.0,129.056495,,,136.0,129.056495,143.0,131.501495,70.705982,145.865676,216.571658,128.0,91.804711,55.0,16.242216,183.0,108.046927,183.0,108.127227,102.980466,119.116853,222.097319,141.0,79.593773,50.0,20.348401,191.0,99.942174,201.0,104.739997,96.277177,115.479184,211.756361,8f676b30-ae99-4880-a497-34a129a777a9,0.580561725972757,5.45471938902496
275,36510,Scenic Rim,4243.0014,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36510,204.0,56.339018,40.0,9.258424,244.0,65.597442,244.0,65.607942,18.030446,68.15017,86.180616,231.0,63.742082,51.0,6.412965,282.0,70.155047,283.0,70.215047,21.970083,75.291271,97.261354,212.0,67.138402,99.0,28.4485,311.0,95.586902,311.0,95.586902,92.288988,102.589024,194.878012,286.0,92.345351,23.0,4.1565,309.0,96.501851,309.0,96.501851,16.227585,104.097817,120.325402,189.0,60.035632,30.0,5.636952,219.0,65.672584,219.0,65.672584,47.405297,74.999606,122.404903,154.0,52.977305,18.0,2.518116,172.0,55.495421,172.0,55.495421,24.689278,65.053595,89.742873,304.0,98.690705,12.0,2.09022,316.0,100.780925,316.0,100.780925,31.183187,110.387251,141.570438,278.0,105.09622,13.0,2.977944,291.0,108.074164,291.0,108.074164,59.465116,122.589399,182.054515,277.0,132.913486,38.0,7.695,315.0,140.608486,315.0,140.667736,31.682626,154.33904,186.021666,d0bd8ae5-ac3c-4c53-93eb-641d06a14694,0.389473816302598,3.88535382767872
276,36580,Somerset,5373.4335,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36580,139.0,33.406553,6.0,0.95,145.0,34.356553,145.0,34.356553,6.494511,37.808958,44.303469,112.0,29.479225,4.0,0.315545,116.0,29.79477,116.0,29.79477,20.532705,33.260232,53.792937,119.0,29.391421,5.0,0.58,124.0,29.971421,124.0,29.971421,32.645722,33.285945,65.931667,136.0,36.632409,2.0,0.37325,138.0,37.005659,138.0,37.005659,6.35796,40.025383,46.383343,111.0,33.582156,3.0,0.314,114.0,33.896156,114.0,33.896156,18.736445,37.591077,56.327522,77.0,22.853668,,,77.0,22.853668,79.0,23.274127,16.502337,27.979878,44.482215,166.0,72.877535,,,166.0,72.877535,166.0,72.877535,25.683343,78.033673,103.717016,206.0,80.444762,,,206.0,80.444762,206.0,80.459518,7.879688,88.725363,96.605051,197.0,83.973171,2.0,0.26,199.0,84.233171,199.0,84.233171,24.438732,94.301494,118.740226,fc9cf59a-91f3-4ace-86e9-6b8e51577926,0.488635896253982,5.4590014146574
277,36630,South Burnett,8381.558,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36630,85.0,20.245458,2.0,0.076,87.0,20.321458,87.0,20.321458,8.031686,23.802846,31.834532,55.0,13.391655,14.0,5.492016,69.0,18.883671,69.0,18.901653,16.350189,18.352065,34.702254,55.0,14.053239,3.0,0.293777,58.0,14.347016,58.0,14.409916,21.45629,17.798494,39.254784,62.0,17.249472,3.0,0.1495,65.0,17.398972,65.0,17.611653,9.822595,20.784768,30.607363,63.0,26.294368,,,63.0,26.294368,63.0,26.294368,27.663319,29.064262,56.727581,44.0,17.805858,,,44.0,17.805858,46.0,18.11177,76.629718,21.157466,97.787184,109.0,33.822878,10.0,1.713352,119.0,35.53623,119.0,35.53623,24.759855,38.184497,62.944352,94.0,30.377072,6.0,1.294023,100.0,31.671095,101.0,32.091295,5.345828,34.90662,40.252448,94.0,37.150538,2.0,0.605,96.0,37.755538,101.0,40.508844,17.677076,48.386808,66.063884,434f5d59-413a-4283-aded-15ba062aa2bc,0.758235855672183,6.10229112532057
278,36660,Southern Downs,7106.436,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36660,137.0,33.468719,20.0,2.937138,157.0,36.405857,157.0,36.405857,17.084583,36.644021,53.728604,113.0,32.821803,15.0,2.119068,128.0,34.940871,128.0,34.940871,58.974151,35.048343,94.022494,147.0,39.184767,4.0,0.68,151.0,39.864767,151.0,39.864767,75.20201,40.287546,115.489556,143.0,35.960685,10.0,1.608536,153.0,37.569221,153.0,37.569221,44.171396,38.675948,82.847344,119.0,33.932793,11.0,2.992416,130.0,36.925209,130.0,36.925209,25.768414,38.111503,63.879917,85.0,30.443663,1.0,0.05,86.0,30.493663,86.0,30.493663,22.236946,32.49408,54.731026,173.0,57.965603,13.0,3.07931,186.0,61.044913,186.0,61.044913,26.139974,66.571818,92.711792,168.0,66.197947,38.0,8.056227,206.0,74.254174,210.0,75.569774,21.791395,85.578462,107.369857,123.0,58.964637,16.0,4.04559,139.0,63.010227,139.0,63.010227,25.476685,74.371583,99.848268,ff962b04-dd7f-4569-b9a1-25171e792a4a,0.654377807020865,5.63354831160246
279,36720,Sunshine Coast,2253.8522,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36720,2453.0,727.145801,709.0,141.03632,3162.0,868.182121,3166.0,870.148981,285.273197,880.17376,1165.446957,2973.0,877.351191,1004.0,205.933591,3977.0,1083.284782,3993.0,1087.284782,244.056376,1095.910303,1339.966679,3077.0,949.334005,1488.0,377.653488,4565.0,1326.987493,4581.0,1330.376026,772.351628,1346.062509,2118.414137,3095.0,1005.83665,1072.0,270.890244,4167.0,1276.726894,4174.0,1277.763112,422.065697,1289.797909,1711.863606,2730.0,916.631659,1411.0,387.356913,4141.0,1303.988572,4141.0,1304.070755,483.953098,1313.713513,1797.666611,2301.0,938.072541,1110.0,356.874163,3411.0,1294.946704,3425.0,1298.579396,642.411228,1315.111662,1957.52289,3130.0,1141.62792,1279.0,483.13755,4409.0,1624.76547,4409.0,1624.865469,448.970799,1631.355454,2080.326253,2729.0,1254.362444,1069.0,432.715013,3798.0,1687.077457,3821.0,1691.904622,565.648643,1714.426621,2280.075264,2423.0,1230.117412,1012.0,499.987825,3435.0,1730.105237,3451.0,1737.318751,625.956871,1755.325762,2381.282633,6a35b8e8-ca35-48f7-8153-dbfaf743628b,0.204399651938729,3.41018304369679
280,36820,Tablelands,11292.8695,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36820,77.0,20.166939,5.0,1.129,82.0,21.295939,82.0,21.295939,14.152411,22.568672,36.721083,130.0,36.551472,6.0,1.131402,136.0,37.682874,136.0,37.704694,5.253855,39.275144,44.528999,115.0,33.895157,9.0,1.222,124.0,35.117157,124.0,35.135673,11.321201,36.958965,48.280166,112.0,38.875376,14.0,1.851297,126.0,40.726673,126.0,40.833772,13.436296,42.391272,55.827568,83.0,31.270894,6.0,1.010872,89.0,32.281766,91.0,33.331072,13.824394,34.839959,48.664353,98.0,34.42661,2.0,0.3,100.0,34.72661,100.0,34.72661,71.881376,37.19718,109.078556,182.0,65.385389,,,182.0,65.385389,182.0,65.535389,25.389029,67.425761,92.81479,159.0,60.94313,,,159.0,60.94313,161.0,61.40049,18.35959,63.936896,82.296486,123.0,51.230818,6.0,1.500193,129.0,52.731011,129.0,52.731011,9.220261,56.417093,65.637354,d17cf430-8a02-44e1-af59-c51bad946eb9,0.963072478791673,7.14020973618297
281,36910,Toowoomba,12957.2103,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36910,848.0,255.378525,498.0,93.047171,1346.0,348.425696,1370.0,353.414797,549.649838,366.592274,916.242112,838.0,248.678527,548.0,99.63428,1386.0,348.312807,1388.0,348.837734,153.939861,364.599866,518.539727,749.0,221.849665,446.0,84.394561,1195.0,306.244226,1201.0,307.344226,326.797475,326.166987,652.964462,929.0,282.249284,299.0,60.436272,1228.0,342.685556,1240.0,345.125022,269.643537,358.673098,628.316635,569.0,198.010362,180.0,46.925894,749.0,244.936256,754.0,246.443522,232.325633,264.210923,496.536556,549.0,205.579375,108.0,23.611552,657.0,229.190927,657.0,229.376819,329.252005,247.184241,576.436246,1090.0,395.495812,94.0,19.381436,1184.0,414.877248,1196.0,417.815542,274.00657,437.233208,711.239778,872.0,358.142667,140.0,48.463914,1012.0,406.606581,1028.0,411.369923,188.625065,436.196541,624.821606,770.0,407.328192,62.0,24.975882,832.0,432.304074,855.0,441.524453,1546.235164,450.561283,1996.796447,d2c81ec2-8c73-4508-92ec-43de81d01552,1.18424321537054,8.18088018188878
282,36950,Torres,883.7402,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36950,0.0,0.149574,,,0.0,0.149574,24.0,14.075974,3.78641,14.075974,17.862384,,,,,,,19.0,9.306419,1.57945,9.346419,10.925869,,,,,,,2.0,1.088914,35.619447,1.113914,36.733361,,0.08,1.0,0.58662,1.0,0.66662,11.0,7.202307,6.310995,6.615687,12.926682,,,,,,,13.0,9.185,0.39184,9.185,9.57684,,,,,,,,,5.077718,,5.077718,,,,,,,,,32.402514,,32.402514,,,,,,,,,0.0807,,0.0807,,,,,,,12.0,16.218177,7.6449,16.218177,23.863077,dfdb968b-fef4-4129-9590-2d6e7dfb19c9,0.0730400735830017,7.55309487637546
283,36960,Torres Strait Island,490.0453,https://linked.data.gov.au/dataset/asgsed3/LGA2022/36960,1.0,0.067,,,1.0,0.067,1.0,0.067,0.3,0.0829,0.3829,4.0,2.154562,,,4.0,2.154562,46.0,25.781961,30.902738,25.977785,56.880523,9.0,5.490107,,,9.0,5.490107,39.0,22.414082,,22.414082,22.414082,16.0,10.800941,,,16.0,10.800941,69.0,48.88016,,48.88016,48.88016,,,,,,,,,0.5522,,0.5522,,,,,,,5.0,0.668155,24.052337,0.668155,24.720492,,,,,,,,,,,,,,,,,,,,12.717179,,12.717179,,,,,,,,,,,,b543ca5d-18a8-41e7-a515-ef7c1f849dc9,0.0403936222675156,2.78274637559339
284,37010,Townsville,3730.8199,https://linked.data.gov.au/dataset/asgsed3/LGA2022/37010,982.0,288.675211,434.0,80.45259,1416.0,369.127801,1543.0,395.910459,356.813403,405.256762,762.070165,720.0,228.343198,148.0,34.327955,868.0,262.671153,912.0,272.622179,306.601813,282.763336,589.365149,661.0,205.543996,73.0,13.494984,734.0,219.03898,806.0,234.588271,327.41476,242.732777,570.147537,607.0,183.934273,32.0,8.000866,639.0,191.935139,667.0,197.653024,454.242958,216.362448,670.605406,379.0,119.305748,19.0,3.101056,398.0,122.406804,410.0,125.520859,294.425793,154.726262,449.152055,455.0,142.607735,61.0,23.688626,516.0,166.296361,516.0,166.551734,303.061624,202.970507,506.032131,1067.0,316.538174,35.0,15.890888,1102.0,332.429062,1107.0,334.008596,412.760279,393.533696,806.293975,715.0,249.959564,36.0,9.349299,751.0,259.308863,823.0,285.758831,503.668893,346.349591,850.018484,586.0,232.216662,90.0,29.217197,676.0,261.433859,683.0,263.934331,1028.629898,320.482287,1349.112185,cc1514d9-db09-4b89-8afb-a40e7c075dca,0.320845653763399,4.91912931518255
