objectid,lga_code_2022,lga_name_2022,area_albers_sqkm,asgs_loci_uri_2022,psh_dwl_1415,psh_val_1415,pxh_dwl_1415,pxh_val_1415,ptot_dwl_1415,pdwl_val_1415,totdwl_dwl_1415,totdwl_val_1415,nonres_val_1415,res_val_1415,tbld_val_1415,psh_dwl_1516,psh_val_1516,pxh_dwl_1516,pxh_val_1516,ptot_dwl_1516,pdwl_val_1516,totdwl_dwl_1516,totdwl_val_1516,nonres_val_1516,res_val_1516,tbld_val_1516,psh_dwl_1617,psh_val_1617,pxh_dwl_1617,pxh_val_1617,ptot_dwl_1617,pdwl_val_1617,totdwl_dwl_1617,totdwl_val_1617,nonres_val_1617,res_val_1617,tbld_val_1617,psh_dwl_1718,psh_val_1718,pxh_dwl_1718,pxh_val_1718,ptot_dwl_1718,pdwl_val_1718,totdwl_dwl_1718,totdwl_val_1718,nonres_val_1718,res_val_1718,tbld_val_1718,psh_dwl_1819,psh_val_1819,pxh_dwl_1819,pxh_val_1819,ptot_dwl_1819,pdwl_val_1819,totdwl_dwl_1819,totdwl_val_1819,nonres_val_1819,res_val_1819,tbld_val_1819,psh_dwl_1920,psh_val_1920,pxh_dwl_1920,pxh_val_1920,ptot_dwl_1920,pdwl_val_1920,totdwl_dwl_1920,totdwl_val_1920,nonres_val_1920,res_val_1920,tbld_val_1920,psh_dwl_2021,psh_val_2021,pxh_dwl_2021,pxh_val_2021,ptot_dwl_2021,pdwl_val_2021,totdwl_dwl_2021,totdwl_val_2021,nonres_val_2021,res_val_2021,tbld_val_2021,psh_dwl_2122,psh_val_2122,pxh_dwl_2122,pxh_val_2122,ptot_dwl_2122,pdwl_val_2122,totdwl_dwl_2122,totdwl_val_2122,nonres_val_2122,res_val_2122,tbld_val_2122,psh_dwl_2223,psh_val_2223,pxh_dwl_2223,pxh_val_2223,ptot_dwl_2223,pdwl_val_2223,totdwl_dwl_2223,totdwl_val_2223,nonres_val_2223,res_val_2223,tbld_val_2223,globalid,Shape__Area,Shape__Length
25,11600,Carrathool,18934.4853,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11600,8.0,2.153967,,,8.0,2.153967,8.0,2.153967,26.005,2.338157,28.343157,14.0,3.2262,,,14.0,3.2262,14.0,3.2262,86.008849,3.3812,89.390049,7.0,2.377192,,,7.0,2.377192,7.0,2.377192,14.615,2.542842,17.157842,6.0,1.537702,,,6.0,1.537702,6.0,1.537702,12.8485,1.802602,14.651102,7.0,1.626806,,,7.0,1.626806,7.0,1.626806,14.11826,1.808806,15.927066,1.0,0.84,,,1.0,0.84,1.0,0.84,0.841169,1.1035,1.944669,1.0,0.90966,,,1.0,0.90966,1.0,0.90966,3.524364,1.1879,4.712264,2.0,1.004,,,2.0,1.004,2.0,1.004,2.431275,1.107463,3.538738,1.0,0.443285,,,1.0,0.443285,1.0,0.443285,2.63867,0.614241,3.252911,d0c75a0a-d089-4a5c-8815-ff26d8da527a,1.83949538303705,11.0103988865211
26,11650,Central Coast (NSW),1681.0059,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11650,848.0,261.023964,579.0,113.208258,1427.0,374.232222,1428.0,374.397222,218.81622,398.699634,617.515854,1222.0,386.52332,603.0,141.665371,1825.0,528.188691,1858.0,536.493743,128.020841,551.957277,679.978118,928.0,328.270774,662.0,145.860266,1590.0,474.13104,1590.0,474.15704,327.754439,488.65109,816.405529,848.0,332.781943,1192.0,342.162294,2040.0,674.944237,2040.0,674.973387,264.871369,682.526977,947.398346,824.0,340.978442,836.0,248.036401,1660.0,589.014843,1666.0,592.050702,224.669683,595.112361,819.782044,683.0,283.532304,410.0,121.444568,1093.0,404.976872,1142.0,423.06544,369.36571,426.964043,796.329753,1016.0,447.755005,349.0,101.766542,1365.0,549.521547,1366.0,550.800968,266.562684,559.251023,825.813707,810.0,409.024664,609.0,201.268591,1419.0,610.293255,1419.0,611.190385,301.724786,627.641596,929.366382,830.0,490.074974,1076.0,486.434803,1906.0,976.509777,1906.0,976.554777,340.596341,1013.714403,1354.310744,c5e9c18a-f4c8-45f1-8835-ef8b9fff4e07,0.162751102313905,5.26114666875877
27,11700,Central Darling,53492.193,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11700,1.0,0.177325,,,1.0,0.177325,1.0,1.403995,3.206881,1.403995,4.610876,2.0,0.548108,,,2.0,0.548108,16.0,5.672545,1.274,5.672545,6.946545,2.0,0.609269,,,2.0,0.609269,3.0,0.74051,3.606257,0.834305,4.440562,1.0,0.192,,,1.0,0.192,1.0,0.192,0.889515,0.192,1.081515,,,,,,,1.0,0.145,0.18,0.145,0.325,1.0,0.24,,,1.0,0.24,1.0,1.590766,1.15,1.590766,2.740766,,,,,,,,,1.964429,0.015,1.979429,,,,,,,0.0,0.078464,1.42628,0.099837,1.526117,4.0,1.502726,,,4.0,1.502726,6.0,3.497069,10.578766,3.497069,14.075835,bfa354b4-462d-465f-89cb-f1aca0d29833,5.09757746690866,16.1989595993077
28,11720,Cessnock,1965.1593,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11720,265.0,67.034483,40.0,9.005062,305.0,76.039545,305.0,76.039545,19.395256,76.885838,96.281094,355.0,104.688574,20.0,3.50294,375.0,108.191514,376.0,108.456514,20.406311,112.855296,133.261607,424.0,135.975593,45.0,7.407827,469.0,143.38342,469.0,143.38342,200.917106,146.764699,347.681805,453.0,150.696015,43.0,7.440741,496.0,158.136756,496.0,158.136756,164.411229,162.524684,326.935913,641.0,196.0015,67.0,11.251756,708.0,207.253256,708.0,207.253256,149.536632,210.001811,359.538443,554.0,173.643651,48.0,9.6147,602.0,183.258351,604.0,183.936399,78.627181,189.607837,268.235018,833.0,267.43417,111.0,24.695885,944.0,292.130055,946.0,292.615055,37.167868,298.78142,335.949288,821.0,296.437646,133.0,30.770154,954.0,327.2078,954.0,327.2078,31.850401,332.804222,364.654623,639.0,244.687974,463.0,129.40854,1102.0,374.096514,1102.0,374.096514,36.724242,382.510981,419.235223,cd22a8af-4c20-4dc3-a76c-aa7d891814f6,0.189449688591139,2.98220593378245
29,11730,Clarence Valley,10428.6804,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11730,135.0,35.752441,3.0,0.236444,138.0,35.988885,138.0,35.988885,5.871664,40.031664,45.903328,172.0,44.106907,38.0,7.506479,210.0,51.613386,210.0,51.613386,30.07779,54.548319,84.626109,154.0,41.967853,23.0,3.134954,177.0,45.102807,178.0,45.377807,23.513437,49.299647,72.813084,147.0,44.316787,25.0,3.962606,172.0,48.279393,173.0,48.441469,506.403911,52.754129,559.15804,139.0,43.177864,28.0,4.461009,167.0,47.638873,167.0,47.703143,38.703838,52.432464,91.136302,116.0,40.849595,28.0,8.37963,144.0,49.229225,144.0,49.229225,56.477579,53.469078,109.946657,161.0,66.22222,77.0,23.487605,238.0,89.709825,239.0,90.222799,42.084044,95.405777,137.489821,286.0,101.954155,77.0,21.115154,363.0,123.069309,363.0,123.069309,26.047192,128.525849,154.573041,219.0,95.588521,40.0,10.737206,259.0,106.325727,259.0,106.886779,23.782271,114.52744,138.309711,a570f840-7e24-48fb-b9e0-6d42588d8c9e,0.972005782396081,7.20568439585164
30,11750,Cobar,45575.3512,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11750,2.0,0.384,,,2.0,0.384,2.0,0.384,1.337649,0.6058,1.943449,1.0,0.629025,,,1.0,0.629025,2.0,0.809025,0.198,0.976345,1.174345,1.0,0.482946,,,1.0,0.482946,1.0,0.482946,0.211,0.581946,0.792946,2.0,0.561685,,,2.0,0.561685,2.0,0.561685,1.1494,0.801797,1.951197,3.0,0.762365,,,3.0,0.762365,3.0,0.762365,40.331283,0.819225,41.150508,3.0,0.997366,,,3.0,0.997366,3.0,1.052155,5.027981,1.186462,6.214443,2.0,0.554822,,,2.0,0.554822,2.0,1.108154,16.353659,1.339191,17.69285,0.0,0.11777,,,0.0,0.11777,0.0,0.11777,16.363301,0.226218,16.589519,0.0,0.012,,,0.0,0.012,0.0,0.012,9.659375,0.39455,10.053925,1dbf4ce1-ea8c-49d2-8277-35f6841d5069,4.34373576024973,13.6851359533945
31,11800,Coffs Harbour,1173.7435,https://linked.data.gov.au/dataset/asgsed3/LGA2022/11800,307.0,100.941546,96.0,25.209531,403.0,126.151077,403.0,126.151077,45.472961,126.823979,172.29694,269.0,91.062853,183.0,47.513412,452.0,138.576265,452.0,138.576265,25.744756,141.178094,166.92285,333.0,112.684201,128.0,26.449033,461.0,139.133234,468.0,141.183076,37.114463,143.434411,180.548874,290.0,106.639094,130.0,27.002306,420.0,133.6414,420.0,133.6414,62.378975,137.714419,200.093394,434.0,140.611571,303.0,88.855905,737.0,229.467476,737.0,229.467476,249.724668,226.624335,476.349003,246.0,96.382279,70.0,15.05708,316.0,111.439359,317.0,111.839359,43.089348,114.578277,157.667625,379.0,147.016539,112.0,46.105792,491.0,193.122331,491.0,193.122331,158.073172,197.025432,355.098604,211.0,111.386356,253.0,95.890041,464.0,207.276397,465.0,207.778917,93.501199,212.282769,305.783968,165.0,100.942226,104.0,42.270983,269.0,143.213209,269.0,143.213209,77.462509,150.83088,228.293389,bd3cae15-f666-4efd-899b-c4c3be3627c8,0.109945439683543,2.55729262331171
32,12000,Coolamon,2430.9037,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12000,20.0,5.682784,2.0,0.16975,22.0,5.852534,22.0,5.871809,1.758,5.870549,7.628549,20.0,4.796188,,,20.0,4.796188,20.0,4.796188,1.021348,4.864238,5.885586,15.0,5.148641,,,15.0,5.148641,15.0,5.148641,7.104,5.366573,12.470573,25.0,9.28941,,,25.0,9.28941,25.0,9.28941,1.249714,9.30391,10.553624,19.0,7.108649,,,19.0,7.108649,19.0,7.108649,4.602176,7.251578,11.853754,22.0,9.332801,,,22.0,9.332801,22.0,9.332801,1.785,9.446701,11.231701,37.0,15.14373,,,37.0,15.14373,37.0,15.14373,0.642854,15.33388,15.976734,22.0,9.867151,,,22.0,9.867151,22.0,9.867151,1.098393,10.647202,11.745595,25.0,14.554364,2.0,0.55,27.0,15.104364,27.0,15.104364,6.2433,15.891763,22.135063,4050a846-6a53-4b3a-8832-471c19bbc4b6,0.238980517124673,2.75871224696058
33,12150,Coonamble,9916.0535,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12150,,,,,,,,,2.206711,,2.206711,0.0,0.101,,,0.0,0.101,2.0,1.256575,1.189,1.286575,2.475575,1.0,0.5,,,1.0,0.5,12.0,4.066,,4.106,4.106,4.0,1.222693,,,4.0,1.222693,4.0,1.222693,2.004,1.338925,3.342925,5.0,1.57818,,,5.0,1.57818,8.0,3.039108,1.25,3.039108,4.289108,3.0,2.645,,,3.0,2.645,3.0,2.645,2.757888,2.69,5.447888,5.0,2.865524,,,5.0,2.865524,9.0,5.961364,3.44436,6.030364,9.474724,5.0,1.207449,,,5.0,1.207449,5.0,1.207449,5.436626,1.449979,6.886605,1.0,0.58,,,1.0,0.58,4.0,2.030589,2.637265,2.143834,4.781099,3c7ced66-99be-47d9-ab25-4ff122e4719c,0.935258481154051,5.70290505756261
34,12160,Cootamundra-Gundagai,3981.4172,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12160,14.0,5.593413,,,14.0,5.593413,14.0,5.593413,4.9055,5.887515,10.793015,24.0,8.832303,,,24.0,8.832303,24.0,8.832303,4.054981,9.267593,13.322574,19.0,8.364656,,,19.0,8.364656,19.0,8.364656,33.038892,8.585856,41.624748,25.0,8.863669,,,25.0,8.863669,25.0,8.863669,5.83098,9.756069,15.587049,19.0,7.249542,,,19.0,7.249542,19.0,7.249542,9.999013,8.462975,18.461988,16.0,6.471806,2.0,0.5,18.0,6.971806,18.0,7.149191,19.277025,8.592205,27.86923,42.0,15.663074,,,42.0,15.663074,42.0,16.523097,5.464774,19.06337,24.528144,66.0,27.066571,6.0,0.9482,72.0,28.014771,72.0,28.014771,20.684971,29.755241,50.440212,31.0,21.815752,,,31.0,21.815752,31.0,22.164512,20.674089,23.981209,44.655298,cfa9e68e-3cae-467b-822e-3abe74c1c242,0.392439130642288,5.27439420054471
35,12350,Cowra,2808.7821,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12350,33.0,9.24054,2.0,0.4,35.0,9.64054,35.0,9.64054,2.330854,10.050698,12.381552,30.0,8.364227,,,30.0,8.364227,31.0,8.708467,2.655245,9.298435,11.95368,41.0,13.787272,,,41.0,13.787272,41.0,13.787272,9.013718,14.617122,23.63084,34.0,11.354526,2.0,0.3813,36.0,11.735826,36.0,11.735826,4.907721,13.358941,18.266662,32.0,12.765516,,,32.0,12.765516,32.0,12.765516,7.695517,13.329081,21.024598,37.0,20.408766,,,37.0,20.408766,37.0,20.422766,4.568462,20.980102,25.548564,34.0,15.252085,,,34.0,15.252085,34.0,15.252085,15.355533,16.275447,31.63098,36.0,18.430494,8.0,1.90427,44.0,20.334764,44.0,20.334764,9.005942,21.010202,30.016144,34.0,21.47077,,,34.0,21.47077,38.0,23.532033,9.011328,24.294241,33.305569,76eae9b5-f317-4e27-bbab-5ed63bae33ec,0.273452199880467,4.30511524672205
36,12380,Cumberland,72.7496,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12380,580.0,135.720603,1667.0,351.346373,2247.0,487.066976,2249.0,487.975526,172.486351,490.406774,662.893125,559.0,133.494142,2518.0,620.622084,3077.0,754.116226,3077.0,754.116226,236.952021,762.488665,999.440686,517.0,128.485866,2160.0,526.935297,2677.0,655.421163,2740.0,670.734055,195.950718,671.16084,867.111558,524.0,144.116948,2577.0,677.467029,3101.0,821.583977,3196.0,848.498104,293.860334,847.860741,1141.721075,529.0,146.083731,1512.0,401.203411,2041.0,547.287142,2051.0,550.228542,336.97403,550.630009,887.604039,419.0,125.223663,1300.0,360.735808,1719.0,485.959471,1792.0,509.005051,382.451559,510.696194,893.147753,495.0,188.076573,2462.0,744.124934,2957.0,932.201507,3105.0,978.636074,282.2496,980.838968,1263.088568,430.0,190.432717,1358.0,418.29583,1788.0,608.728547,1834.0,623.959159,462.208445,601.871581,1064.080026,401.0,177.360901,1290.0,470.331774,1691.0,647.692675,1772.0,682.645371,424.556175,684.274737,1108.830912,34f74ca6-72c4-454f-93e5-2007e1b2ad56,0.00708653262609005,0.516181969027185
37,12390,Dubbo,7534.5251,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12390,298.0,82.465185,72.0,25.419058,370.0,107.884243,371.0,108.176493,52.424137,95.500149,147.924286,316.0,90.264808,87.0,17.581985,403.0,107.846793,417.0,111.182518,53.982593,113.793046,167.775639,282.0,85.00711,87.0,17.595794,369.0,102.602904,370.0,102.869904,191.50614,106.298471,297.804611,267.0,83.491221,168.0,33.887957,435.0,117.379178,439.0,118.995297,170.760578,122.101157,292.861735,234.0,77.377396,79.0,17.156512,313.0,94.533908,321.0,97.672197,88.832963,98.641314,187.474277,183.0,59.997374,73.0,16.889032,256.0,76.886406,257.0,77.221219,63.529931,79.386545,142.916476,377.0,120.753538,56.0,12.657691,433.0,133.411229,458.0,142.729826,118.713579,146.266725,264.980304,277.0,108.095112,60.0,14.89205,337.0,122.987162,341.0,124.549616,57.868553,127.645556,185.514109,333.0,137.561236,56.0,17.348111,389.0,154.909347,393.0,156.777223,118.307838,161.300741,279.608579,f4d0f239-7484-4cef-a509-40b315dd6795,0.722387283105036,5.62963636367341
38,12700,Dungog,2249.9983,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12700,54.0,18.415728,2.0,0.175,56.0,18.590728,56.0,18.590728,0.47,18.757457,19.227457,41.0,16.019211,,,41.0,16.019211,41.0,16.019211,1.236052,16.267356,17.503408,45.0,15.753164,2.0,0.3,47.0,16.053164,47.0,16.053164,0.217609,16.283234,16.500843,55.0,21.139925,,,55.0,21.139925,55.0,21.139925,0.670561,21.446946,22.117507,37.0,15.268687,2.0,0.45,39.0,15.718687,39.0,15.718687,5.501368,15.917687,21.419055,48.0,18.077659,,,48.0,18.077659,48.0,18.077659,2.167482,18.387921,20.555403,58.0,25.326354,4.0,0.725,62.0,26.051354,62.0,26.051354,4.07788,27.760022,31.837902,31.0,12.914688,,,31.0,12.914688,31.0,12.914688,1.909507,14.271024,16.180531,51.0,31.506921,,,51.0,31.506921,51.0,31.506921,1.439828,33.447432,34.88726,9667c3cd-2192-4e4f-a541-bf2bae91b196,0.215545150465914,2.6278297693423
39,12730,Edward River,8883.4463,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12730,13.0,5.383467,,,13.0,5.383467,13.0,5.383467,17.289474,6.15677,23.446244,3.0,3.79522,,,3.0,3.79522,3.0,3.79522,2.29774,4.724725,7.022465,14.0,5.203287,,,14.0,5.203287,14.0,5.243287,2.364629,5.578407,7.943036,5.0,3.464601,,,5.0,3.464601,5.0,3.464601,8.83533,3.582928,12.418258,10.0,4.076395,,,10.0,4.076395,10.0,4.076395,1.547701,4.177934,5.725635,7.0,2.955483,,,7.0,2.955483,7.0,2.955483,6.499897,3.259263,9.75916,11.0,7.026627,,,11.0,7.026627,11.0,7.026627,1.831747,7.44515,9.276897,12.0,6.253616,,,12.0,6.253616,12.0,6.253616,1.483074,6.975602,8.458676,23.0,14.303291,2.0,0.85,25.0,15.153291,27.0,16.031607,8.893434,16.400983,25.294417,ce854a90-e356-41af-a707-ea91fe8f9c6c,0.878986535417425,5.92887422075272
40,12750,Eurobodalla,3428.1695,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12750,195.0,71.124838,17.0,2.58,212.0,73.704838,212.0,73.704838,38.799542,75.579982,114.379524,268.0,90.456214,40.0,4.999824,308.0,95.456038,308.0,95.456038,20.802261,96.889647,117.691908,211.0,81.735168,9.0,1.965,220.0,83.700168,220.0,83.700168,6.311053,86.484352,92.795405,283.0,108.260718,56.0,18.390209,339.0,126.650927,341.0,127.347223,16.136452,129.118612,145.255064,290.0,117.876765,52.0,12.68989,342.0,130.566655,342.0,130.566655,33.118131,131.787619,164.90575,213.0,99.467709,24.0,7.561875,237.0,107.029584,237.0,107.029584,25.005207,108.092896,133.098103,258.0,119.233086,103.0,29.467096,361.0,148.700182,361.0,148.700182,79.38584,152.646477,232.032317,246.0,121.917387,34.0,10.662758,280.0,132.580145,291.0,138.671395,23.796895,140.608143,164.405038,215.0,115.843445,56.0,25.745681,271.0,141.589126,271.0,141.589126,278.999704,147.192439,426.192143,a5bb0cc0-6e30-4fa2-9c02-da43b06229be,0.342431228213172,4.59512186788966
41,12850,Fairfield,101.5072,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12850,659.0,127.467303,215.0,45.216413,874.0,172.683716,921.0,185.064425,93.172805,186.521058,279.693863,778.0,157.884639,282.0,55.965826,1060.0,213.850465,1103.0,226.016886,178.794143,226.43894,405.233083,818.0,181.543878,514.0,116.444729,1332.0,297.988607,1357.0,305.711607,287.572993,306.284759,593.857752,703.0,146.958482,309.0,71.124465,1012.0,218.082947,1021.0,221.097072,180.065506,222.951925,403.017431,614.0,137.04761,422.0,105.131868,1036.0,242.179478,1036.0,242.179478,297.165107,245.236642,542.401749,574.0,153.264345,284.0,94.916557,858.0,248.180902,863.0,250.012602,241.568246,245.131332,486.699578,623.0,168.778349,343.0,92.182295,966.0,260.960644,966.0,260.960644,579.549314,264.097511,843.646825,600.0,190.496031,526.0,193.326726,1126.0,383.822757,1131.0,385.466226,160.181356,387.434169,547.615525,489.0,167.781694,760.0,228.772202,1249.0,396.553896,1257.0,398.857758,218.984753,402.330206,621.314959,4faecf77-e68e-49f6-9572-89a2798bea2f,0.00989007265343389,0.652562024602059
42,12870,Federation,5684.9253,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12870,59.0,16.164221,2.0,0.225067,61.0,16.389288,61.0,16.389288,11.7,17.336843,29.036843,65.0,20.788808,1.0,0.084,66.0,20.872808,66.0,21.092808,5.689275,21.707345,27.39662,70.0,24.718663,3.0,1.47,73.0,26.188663,73.0,26.188663,22.056038,25.702181,47.758219,62.0,23.070302,2.0,0.46574,64.0,23.536042,64.0,23.536042,16.875518,24.482102,41.35762,38.0,14.969701,,,38.0,14.969701,38.0,15.659701,17.374,16.131959,33.505959,48.0,18.571496,2.0,0.513298,50.0,19.084794,50.0,19.084794,15.467091,19.709125,35.176216,74.0,32.337129,2.0,0.736,76.0,33.073129,76.0,33.073129,6.03703,34.549652,40.586682,65.0,30.033017,2.0,0.6,67.0,30.633017,67.0,30.633017,5.040119,31.996484,37.036603,50.0,28.217737,,,50.0,28.217737,50.0,28.217737,21.092302,30.039813,51.132115,9431483e-1130-4602-91fb-7039d6486ea2,0.564731764193766,6.27295618320177
43,12900,Forbes,4710.128,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12900,12.0,5.473482,,,12.0,5.473482,12.0,5.473482,22.928788,5.498962,28.42775,19.0,6.906357,,,19.0,6.906357,19.0,6.906357,12.98775,6.999457,19.987207,17.0,5.504691,5.0,1.333554,22.0,6.838245,22.0,6.838245,1.224548,7.437454,8.662002,12.0,6.534104,20.0,10.0,32.0,16.534104,32.0,16.534104,13.494,17.357804,30.851804,15.0,4.846729,14.0,3.034794,29.0,7.881523,30.0,8.156523,0.40275,8.538081,8.940831,13.0,5.470558,1.0,0.039,14.0,5.509558,14.0,5.509558,17.552615,6.074258,23.626873,12.0,6.52431,5.0,0.650855,17.0,7.175165,17.0,7.175165,7.773849,7.834518,15.608367,17.0,10.744771,6.0,1.13,23.0,11.874771,23.0,11.874771,7.678487,12.535268,20.213755,32.0,16.127469,6.0,1.615939,38.0,17.743408,38.0,17.743408,15.638504,18.694765,34.333269,b070cb98-7154-4477-bed7-4eaa336b7fd9,0.456608601359676,5.12684090143275
44,12930,Georges River,38.3375,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12930,284.0,152.498475,548.0,134.981729,832.0,287.480204,864.0,296.391605,159.974443,302.217612,462.192055,250.0,146.794892,1371.0,434.966663,1621.0,581.761555,1663.0,593.852074,345.341294,596.975847,942.317141,240.0,131.50023,542.0,160.203263,782.0,291.703493,806.0,298.534306,40.564341,302.706103,343.270444,256.0,130.918538,599.0,183.039162,855.0,313.9577,917.0,337.210783,101.975316,339.913301,441.888617,247.0,117.40313,400.0,130.320766,647.0,247.723896,649.0,248.828896,221.349832,250.276255,471.626087,303.0,156.583646,1458.0,483.594594,1761.0,640.17824,1850.0,668.976419,150.426142,670.722486,821.148628,260.0,151.903842,885.0,313.150516,1145.0,465.054358,1178.0,475.544358,68.605854,477.15387,545.759724,240.0,164.848707,604.0,221.258528,844.0,386.107235,864.0,392.762235,123.959309,394.784514,518.743823,204.0,166.360243,524.0,224.640038,728.0,391.000281,772.0,410.031489,575.616928,412.777985,988.394913,18fbd1a7-8235-4c80-a732-f3a6126753b9,0.00373993125276684,0.566678252295532
45,12950,Gilgandra,4831.5057,https://linked.data.gov.au/dataset/asgsed3/LGA2022/12950,4.0,1.54654,,,4.0,1.54654,7.0,2.44861,0.338,2.524075,2.862075,3.0,0.48992,,,3.0,0.48992,3.0,0.522545,0.863002,0.706535,1.569537,2.0,0.56398,,,2.0,0.56398,2.0,0.56398,1.081006,0.732744,1.81375,5.0,2.062937,,,5.0,2.062937,5.0,2.062937,1.292843,2.185191,3.478034,0.0,0.063154,,,0.0,0.063154,0.0,0.063154,0.690362,0.153355,0.843717,1.0,0.62,,,1.0,0.62,1.0,0.62,0.22,0.721667,0.941667,5.0,2.519763,,,5.0,2.519763,5.0,2.519763,1.349327,2.862652,4.211979,7.0,2.968465,,,7.0,2.968465,7.0,2.968465,11.764941,3.193375,14.958316,4.0,2.99242,,,4.0,2.99242,8.0,5.43992,0.135,5.48592,5.62092,e57245c4-7571-445c-a7fc-7231689eca26,0.459248564031441,3.8780519383578
46,13010,Glen Innes Severn,5479.977,https://linked.data.gov.au/dataset/asgsed3/LGA2022/13010,32.0,7.90292,3.0,0.15,35.0,8.05292,35.0,8.05292,0.836634,8.808132,9.644766,19.0,5.10287,1.0,0.048,20.0,5.15087,20.0,5.15087,1.18871,6.030907,7.219617,14.0,3.71703,3.0,0.428,17.0,4.14503,17.0,4.14503,,4.558482,4.558482,16.0,5.070139,1.0,0.153,17.0,5.223139,17.0,5.223139,0.399822,6.613137,7.012959,10.0,2.988489,2.0,0.34,12.0,3.328489,12.0,3.328489,5.806689,3.764328,9.571017,12.0,3.973242,3.0,1.0008,15.0,4.974042,15.0,4.974042,4.606033,4.635129,9.241162,14.0,5.125339,,,14.0,5.125339,14.0,5.479825,3.306747,6.084168,9.390915,15.0,5.175149,,,15.0,5.175149,15.0,5.175149,5.580993,6.839348,12.420341,13.0,5.496954,5.0,0.635,18.0,6.131954,18.0,6.131954,12.471885,7.088741,19.560626,72ab894b-6dcf-43a5-b026-bcef3e2e9d93,0.510574837637705,4.83865423691355
47,13310,Goulburn Mulwaree,3220.0796,https://linked.data.gov.au/dataset/asgsed3/LGA2022/13310,171.0,44.695053,12.0,1.655,183.0,46.350053,185.0,47.644872,29.464435,49.519002,78.983437,109.0,32.59899,23.0,3.494874,132.0,36.093864,132.0,36.093864,62.215592,36.916965,99.132557,87.0,25.773106,12.0,2.349334,99.0,28.12244,99.0,28.12244,14.62437,29.744656,44.369026,187.0,61.795017,43.0,9.102,230.0,70.897017,230.0,70.897017,54.47786,72.559887,127.037747,151.0,52.525563,109.0,20.983182,260.0,73.508745,260.0,73.508745,24.659065,74.796496,99.455561,137.0,47.544413,93.0,21.05536,230.0,68.599773,230.0,68.599773,158.913035,70.116245,229.02928,254.0,89.84013,51.0,12.547925,305.0,102.388055,325.0,109.041054,35.68704,111.59088,147.27792,272.0,102.05808,91.0,25.518507,363.0,127.576587,377.0,133.554773,41.275529,136.555545,177.831074,136.0,65.678677,79.0,20.799329,215.0,86.478006,215.0,86.478006,73.691898,88.677466,162.369364,cb108b1f-3ce3-4e35-a62d-114955863cd1,0.317481934222542,4.79309004335945
48,13340,Greater Hume,5749.3875,https://linked.data.gov.au/dataset/asgsed3/LGA2022/13340,57.0,16.285899,6.0,1.58956,63.0,17.875459,63.0,17.875459,2.730933,18.802954,21.533887,39.0,14.151337,,,39.0,14.151337,39.0,14.151337,2.064236,15.540789,17.605025,59.0,19.892802,,,59.0,19.892802,62.0,20.642802,15.195995,21.828199,37.024194,53.0,17.952482,,,53.0,17.952482,55.0,18.452482,5.440111,19.421525,24.861636,47.0,16.998484,,,47.0,16.998484,47.0,16.998484,3.608766,18.985599,22.594365,63.0,23.345856,,,63.0,23.345856,63.0,23.345856,4.074342,25.119339,29.193681,87.0,34.009366,,,87.0,34.009366,87.0,34.455342,12.271822,37.287222,49.559044,78.0,35.632723,4.0,1.080075,82.0,36.712798,82.0,36.712798,7.259326,39.737344,46.99667,84.0,43.398925,2.0,0.49,86.0,43.888925,86.0,43.888925,6.037443,46.602326,52.639769,83c03d89-dc47-4708-ac71-b8ec1b04025c,0.572906561905256,5.60911440413721
